Statistic_Label,Census_Year,Sex,Regular_Unpaid_Help,Age_Group,Present_Economic_Status,Unit,Value
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,Other economic status,Number,282
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,3839
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,Employer or own account worker,Number,162
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,Employee,Number,70
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,Assisting relative,Number,3
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,11
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,Student or pupil,Number,1
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,Looking after home/family,Number,175
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,Retired,Number,3315
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,76
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,65 years and over,Other economic status,Number,26
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,All persons aged 15 years and over,Number,9932
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,Employer or own account worker,Number,1259
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,Employee,Number,3258
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,Assisting relative,Number,39
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,Unemployed looking for first regular job,Number,124
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,Unemployed having lost or given up previous job,Number,1202
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,Student or pupil,Number,426
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,Looking after home/family,Number,666
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,Retired,Number,2082
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,Unable to work due to permanent sickness or disability,Number,741
Carers Aged 15 Years And Over,2016,Male,Not stated,All ages,Other economic status,Number,135
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,All persons aged 15 years and over,Number,732
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,Employer or own account worker,Number,6
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,Employee,Number,187
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,Assisting relative,Number,1
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,Unemployed looking for first regular job,Number,59
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,Unemployed having lost or given up previous job,Number,98
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,Student or pupil,Number,337
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,Looking after home/family,Number,19
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,Retired,Number,4
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,Unable to work due to permanent sickness or disability,Number,14
Carers Aged 15 Years And Over,2016,Male,Not stated,15 - 24 years,Other economic status,Number,7
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,All persons aged 15 years and over,Number,2815
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,Employer or own account worker,Number,332
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,Employee,Number,1475
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,Assisting relative,Number,16
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,Unemployed looking for first regular job,Number,50
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,Unemployed having lost or given up previous job,Number,478
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,Student or pupil,Number,63
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,Looking after home/family,Number,196
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,Retired,Number,11
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,Unable to work due to permanent sickness or disability,Number,143
Carers Aged 15 Years And Over,2016,Male,Not stated,25 - 44 years,Other economic status,Number,51
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,All persons aged 15 years and over,Number,4129
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,Employer or own account worker,Number,767
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,Employee,Number,1525
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,Assisting relative,Number,18
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,Unemployed looking for first regular job,Number,15
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,Unemployed having lost or given up previous job,Number,614
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,Student or pupil,Number,23
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,Looking after home/family,Number,372
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,Retired,Number,243
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,Unable to work due to permanent sickness or disability,Number,484
Carers Aged 15 Years And Over,2016,Male,Not stated,45 - 64 years,Other economic status,Number,68
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,All persons aged 15 years and over,Number,2256
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,Employer or own account worker,Number,154
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,Employee,Number,71
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,Assisting relative,Number,4
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,Unemployed having lost or given up previous job,Number,12
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,Student or pupil,Number,3
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,Looking after home/family,Number,79
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,Retired,Number,1824
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,Unable to work due to permanent sickness or disability,Number,100
Carers Aged 15 Years And Over,2016,Male,Not stated,65 years and over,Other economic status,Number,9
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,All persons aged 15 years and over,Number,116226
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,Employer or own account worker,Number,5532
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,Employee,Number,48965
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,Assisting relative,Number,453
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,Unemployed looking for first regular job,Number,538
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,Unemployed having lost or given up previous job,Number,6023
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,Student or pupil,Number,4067
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,Looking after home/family,Number,30911
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,Retired,Number,13038
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,Unable to work due to permanent sickness or disability,Number,4612
Carers Aged 15 Years And Over,2016,Female,All carers,All ages,Other economic status,Number,2087
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,All persons aged 15 years and over,Number,5020
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,Employer or own account worker,Number,25
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,Employee,Number,1242
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,Assisting relative,Number,6
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,Unemployed looking for first regular job,Number,217
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,Unemployed having lost or given up previous job,Number,309
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,Student or pupil,Number,2833
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,Looking after home/family,Number,274
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,Retired,Number,7
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,Unable to work due to permanent sickness or disability,Number,55
Carers Aged 15 Years And Over,2016,Female,All carers,15 - 24 years,Other economic status,Number,52
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,All persons aged 15 years and over,Number,35523
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,Employer or own account worker,Number,1496
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,Employee,Number,18662
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,Assisting relative,Number,140
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,Unemployed looking for first regular job,Number,238
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,Unemployed having lost or given up previous job,Number,2531
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,Student or pupil,Number,812
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,Looking after home/family,Number,9756
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,Retired,Number,42
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,Unable to work due to permanent sickness or disability,Number,1080
Carers Aged 15 Years And Over,2016,Female,All carers,25 - 44 years,Other economic status,Number,766
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,All persons aged 15 years and over,Number,58960
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,Employer or own account worker,Number,3720
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,Employee,Number,28373
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,Assisting relative,Number,276
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,Unemployed looking for first regular job,Number,83
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,Unemployed having lost or given up previous job,Number,3126
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,Student or pupil,Number,414
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,Looking after home/family,Number,15634
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,Retired,Number,3189
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,Unable to work due to permanent sickness or disability,Number,3076
Carers Aged 15 Years And Over,2016,Female,All carers,45 - 64 years,Other economic status,Number,1069
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,All persons aged 15 years and over,Number,16723
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,Employer or own account worker,Number,291
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,Employee,Number,688
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,Assisting relative,Number,31
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,Unemployed having lost or given up previous job,Number,57
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,Student or pupil,Number,8
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,Looking after home/family,Number,5247
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,Retired,Number,9800
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,Unable to work due to permanent sickness or disability,Number,401
Carers Aged 15 Years And Over,2016,Female,All carers,65 years and over,Other economic status,Number,200
Carers Aged 15 Years And Over,2016,Female,1-14 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,47838
Carers Aged 15 Years And Over,2016,Female,1-14 hours unpaid help per week,All ages,Employer or own account worker,Number,3123
